"","X","ANZSOC.Group","Alert.Level","date","Area.Unit","Meshblock","Territorial.Authority","District","Calls.for.Service.and.Prevention","Crime.and.NonCrime.Demand","Event.Category","No"
"3510",3219,"Common Assault",4,"1/03/2019","Paraparaumu Central.",1999706,"Kapiti Coast District.",NA,NA,NA,NA,NA
"3511",3220,"Common Assault",4,"1/03/2019","Te Anau.",3168901,"Southland District.",NA,NA,NA,NA,NA
"3512",3221,"Common Assault",4,"1/03/2019","Avonside.",2613700,"Christchurch City.",NA,NA,NA,NA,NA
"3513",3222,"Common Assault",4,"1/03/2019","Tikipunga East.",61803,"Whangarei District.",NA,NA,NA,NA,NA
"3514",3223,"Common Assault",4,"1/03/2019","Tauhara.",1271600,"Taupo District.",NA,NA,NA,NA,NA
"3515",3224,"Common Assault",4,"1/03/2019","Tokoroa Central.",1143000,"South Waikato District.",NA,NA,NA,NA,NA
"3516",3225,"Aggravated Sexual Assault",4,"1/03/2019","999999",-376,"Dunedin City.",NA,NA,NA,NA,NA
"3517",3226,"Common Assault",2,"1/05/2018","Murupara.",1329600,"Whakatane District.",NA,NA,NA,NA,NA
"3518",3227,"Common Assault",2,"1/05/2018","Ferguson.",705100,"Auckland.",NA,NA,NA,NA,NA
"3519",3228,"Common Assault",2,"1/05/2018","Huntly West.",944700,"Waikato District.",NA,NA,NA,NA,NA
"3520",3229,"Common Assault",2,"1/05/2018","Ruakituri-Morere.",1396400,"Wairoa District.",NA,NA,NA,NA,NA
"3521",3230,"Common Assault",2,"1/05/2018","Moera.",1963500,"Lower Hutt City.",NA,NA,NA,NA,NA
"3522",3231,"Common Assault",2,"1/05/2018","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
"3523",3232,"Common Assault",2,"1/05/2018","Rosehill.",804801,"Auckland.",NA,NA,NA,NA,NA
"3524",3233,"Common Assault",2,"1/05/2018","Hastings Central.",1493700,"Hastings District.",NA,NA,NA,NA,NA
"3525",3234,"Common Assault",2,"1/05/2018","Waiuku West.",837400,"Auckland.",NA,NA,NA,NA,NA
"3526",3235,"Common Assault",2,"1/05/2018","Rowandale.",775821,"Auckland.",NA,NA,NA,NA,NA
"3527",3236,"Common Assault",2,"1/05/2018","Mangere Central.",740500,"Auckland.",NA,NA,NA,NA,NA
"3528",3237,"Common Assault",2,"1/05/2018","Mana-Camborne.",2069700,"Porirua City.",NA,NA,NA,NA,NA
"3529",3238,"Common Assault",2,"1/05/2018","Otangarei.",92900,"Whangarei District.",NA,NA,NA,NA,NA
"3530",3239,"Common Assault",2,"1/05/2018","Auckland Central East.",437600,"Auckland.",NA,NA,NA,NA,NA
"3531",3240,"Common Assault",2,"1/05/2018","Otahuhu West.",784400,"Auckland.",NA,NA,NA,NA,NA
"3532",3241,"Common Assault",2,"1/05/2018","Taumarunui Central.",1035800,"Ruapehu District.",NA,NA,NA,NA,NA
"3533",3242,"Common Assault",2,"1/05/2018","Parkway.",2016700,"Lower Hutt City.",NA,NA,NA,NA,NA
"3534",3243,"Common Assault",2,"1/05/2018","Thorndon-Tinakori Road.",2118400,"Wellington City.",NA,NA,NA,NA,NA
"3535",3244,"Common Assault",2,"1/05/2018","Marokopa.",1010801,"Waitomo District.",NA,NA,NA,NA,NA
"3536",3245,"Common Assault",2,"1/05/2018","Maitlands.",2340000,"Nelson City.",NA,NA,NA,NA,NA
"3537",3246,"Common Assault",2,"1/05/2018","Kuirau.",1233400,"Rotorua District.",NA,NA,NA,NA,NA
"3538",3247,"Common Assault",2,"1/05/2018","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",NA,NA,NA,NA,NA
"3539",3248,"Common Assault",2,"1/05/2018","Auckland Central East.",437701,"Auckland.",NA,NA,NA,NA,NA
"3540",3249,"Common Assault",2,"1/05/2018","Cathedral Square.",2647700,"Christchurch City.",NA,NA,NA,NA,NA
"3541",3250,"Common Assault",2,"1/05/2018","Levin North.",1871101,"Horowhenua District.",NA,NA,NA,NA,NA
"3542",3251,"Common Assault",2,"1/05/2018","Tolaga Bay.",1355100,"Gisborne District.",NA,NA,NA,NA,NA
"3543",3252,"Common Assault",2,"1/05/2018","Bryant.",897601,"Hamilton City.",NA,NA,NA,NA,NA
"3544",3253,"Common Assault",2,"1/05/2018","Sawyers Arms.",2527804,"Christchurch City.",NA,NA,NA,NA,NA
"3545",3254,"Common Assault",2,"1/05/2018","Oruanui.",1277102,"Taupo District.",NA,NA,NA,NA,NA
"3546",3255,"Common Assault",2,"1/05/2018","Netherby.",2733400,"Ashburton District.",NA,NA,NA,NA,NA
"3547",3256,"Common Assault",2,"1/05/2018","Auckland Central West.",434101,"Auckland.",NA,NA,NA,NA,NA
"3548",3257,"Common Assault",2,"1/05/2018","Sydenham.",2623000,"Christchurch City.",NA,NA,NA,NA,NA
"3549",3258,"Common Assault",2,"1/05/2018","Otangiwai-Heao.",1040100,"Ruapehu District.",NA,NA,NA,NA,NA
"3550",3259,"Common Assault",2,"1/05/2018","Masterton West.",2238800,"Masterton District.",NA,NA,NA,NA,NA
"3551",3260,"Common Assault",2,"1/05/2018","Hinds.",2747602,"Ashburton District.",NA,NA,NA,NA,NA
"3552",3261,"Common Assault",2,"1/05/2018","Addington.",2660100,"Christchurch City.",NA,NA,NA,NA,NA
"3553",3262,"Common Assault",2,"1/05/2018","Kaitaia East.",13300,"Far North District.",NA,NA,NA,NA,NA
"3554",3263,"Common Assault",2,"1/05/2018","Merrilands.",1603500,"New Plymouth District.",NA,NA,NA,NA,NA
"3555",3264,"Common Assault",2,"1/05/2018","Maori Park.",2780400,"Timaru District.",NA,NA,NA,NA,NA
"3556",3265,"Common Assault",2,"1/05/2018","Oamaru North.",2847900,"Waitaki District.",NA,NA,NA,NA,NA
"3557",3266,"Common Assault",2,"1/05/2018","Waitara East.",1549502,"New Plymouth District.",NA,NA,NA,NA,NA
"3558",3267,"Common Assault",2,"1/05/2018","Tauranga Central.",1165400,"Tauranga City.",NA,NA,NA,NA,NA
"3559",3268,"Common Assault",2,"1/05/2018","Taita North.",1935800,"Lower Hutt City.",NA,NA,NA,NA,NA
"3560",3269,"Common Assault",2,"1/05/2018","Pukekohe North.",818800,"Auckland.",NA,NA,NA,NA,NA
"3561",3270,"Common Assault",2,"1/05/2018","Grange.",695800,"Auckland.",NA,NA,NA,NA,NA
"3562",3271,"Common Assault",2,"1/05/2018","Gisborne Central.",1372800,"Gisborne District.",NA,NA,NA,NA,NA
"3563",3272,"Common Assault",2,"1/05/2018","Waiwhero.",1264202,"Rotorua District.",NA,NA,NA,NA,NA
"3564",3273,"Common Assault",2,"1/05/2018","Te Maunga.",1202405,"Tauranga City.",NA,NA,NA,NA,NA
"3565",3274,"Common Assault",2,"1/05/2018","Hastings Central.",1490600,"Hastings District.",NA,NA,NA,NA,NA
"3566",3275,"Common Assault",2,"1/05/2018","Insoll.",873400,"Hamilton City.",NA,NA,NA,NA,NA
"3567",3276,"Common Assault",2,"1/05/2018","Rosehill.",805100,"Auckland.",NA,NA,NA,NA,NA
"3568",3277,"Aggravated Sexual Assault",2,"1/05/2018","Kaiti South.",1386300,"Gisborne District.",NA,NA,NA,NA,NA
"3569",3278,"Aggravated Sexual Assault",2,"1/05/2018","999999",-305,"Tasman District.",NA,NA,NA,NA,NA
"3570",3279,"Aggravated Sexual Assault",2,"1/05/2018","Okaihau.",33000,"Far North District.",NA,NA,NA,NA,NA
"3571",3280,"Aggravated Sexual Assault",2,"1/05/2018","Tauranga Hospital.",1170400,"Tauranga City.",NA,NA,NA,NA,NA
"3572",3281,"Aggravated Sexual Assault",2,"1/05/2018","Rangiora Central.",2444600,"Waimakariri District.",NA,NA,NA,NA,NA
"3573",3282,"Aggravated Sexual Assault",2,"1/05/2018","Mangakakahi.",1224302,"Rotorua District.",NA,NA,NA,NA,NA
"3574",3283,"Aggravated Sexual Assault",2,"1/05/2018","Westbrook.",1819301,"Palmerston North City.",NA,NA,NA,NA,NA
"3575",3284,"Aggravated Sexual Assault",2,"1/05/2018","Bridge Pa.",1470213,"Hastings District.",NA,NA,NA,NA,NA
"3576",3285,"Aggravated Sexual Assault",2,"1/05/2018","Mascot.",743100,"Auckland.",NA,NA,NA,NA,NA
"3577",3286,"Aggravated Sexual Assault",2,"1/05/2018","Islington.",2498200,"Christchurch City.",NA,NA,NA,NA,NA
"3578",3287,"Aggravated Sexual Assault",2,"1/05/2018","Middleton.",2538606,"Christchurch City.",NA,NA,NA,NA,NA
"3579",3288,"Aggravated Sexual Assault",2,"1/05/2018","999999",-334,"Christchurch City.",NA,NA,NA,NA,NA
"3580",3289,"Aggravated Sexual Assault",2,"1/05/2018","Caversham.",2913900,"Dunedin City.",NA,NA,NA,NA,NA
"3581",3290,"Aggravated Sexual Assault",2,"1/05/2018","999999",-410,"Invercargill City.",NA,NA,NA,NA,NA
"3582",3291,"Aggravated Sexual Assault",2,"1/05/2018","999999",-267,"Wellington City.",NA,NA,NA,NA,NA
"3583",3292,"Aggravated Sexual Assault",2,"1/05/2018","Snells Beach.",141515,"Auckland.",NA,NA,NA,NA,NA
"3584",3293,"Aggravated Sexual Assault",2,"1/05/2018","Papakura East.",799133,"Auckland.",NA,NA,NA,NA,NA
"3585",3294,"Aggravated Sexual Assault",2,"1/05/2018","Marfell.",1579602,"New Plymouth District.",NA,NA,NA,NA,NA
"3586",3295,"Common Assault",2,"1/05/2019","Rongomai.",712902,"Auckland.",NA,NA,NA,NA,NA
"3587",3296,"Common Assault",2,"1/05/2019","Palm Springs.",1204815,"Tauranga City.",NA,NA,NA,NA,NA
"3588",3297,"Common Assault",2,"1/05/2019","Crinan.",3110200,"Invercargill City.",NA,NA,NA,NA,NA
"3589",3298,"Common Assault",2,"1/05/2019","Bronte.",2322400,"Nelson City.",NA,NA,NA,NA,NA
"3590",3299,"Common Assault",2,"1/05/2019","Porirua Central.",2053104,"Porirua City.",NA,NA,NA,NA,NA
"3591",3300,"Common Assault",2,"1/05/2019","Te Aroha.",1102700,"Matamata-Piako District.",NA,NA,NA,NA,NA
"3592",3301,"Common Assault",2,"1/05/2019","High St-Stuart St.",2898300,"Dunedin City.",NA,NA,NA,NA,NA
"3593",3302,"Common Assault",2,"1/05/2019","Nawton.",905805,"Hamilton City.",NA,NA,NA,NA,NA
"3594",3303,"Common Assault",2,"1/05/2019","Silverdale North.",176801,"Auckland.",NA,NA,NA,NA,NA
"3595",3304,"Common Assault",2,"1/05/2019","Frankton Junction.",914600,"Hamilton City.",NA,NA,NA,NA,NA
"3596",3305,"Common Assault",2,"1/05/2019","Akina.",1503300,"Hastings District.",NA,NA,NA,NA,NA
"3597",3306,"Common Assault",2,"1/05/2019","North Harbour East.",180301,"Auckland.",NA,NA,NA,NA,NA
"3598",3307,"Common Assault",2,"1/05/2019","Mt Cook-Wallace Street.",2147100,"Wellington City.",NA,NA,NA,NA,NA
"3599",3308,"Common Assault",2,"1/05/2019","Marewa.",1434900,"Napier City.",NA,NA,NA,NA,NA
"3600",3309,"Common Assault",2,"1/05/2019","Crinan.",3112000,"Invercargill City.",NA,NA,NA,NA,NA
"3601",3310,"Common Assault",2,"1/05/2019","Ngongotaha North.",1249002,"Rotorua District.",NA,NA,NA,NA,NA
"3602",3311,"Common Assault",2,"1/05/2019","Huntly West.",946000,"Waikato District.",NA,NA,NA,NA,NA
"3603",3312,"Common Assault",2,"1/05/2019","Te Awamutu East.",968703,"Waipa District.",NA,NA,NA,NA,NA
"3604",3313,"Common Assault",2,"1/05/2019","Sandringham North.",535800,"Auckland.",NA,NA,NA,NA,NA
"3605",3314,"Common Assault",2,"1/05/2019","Karikari Peninsula-Maungataniwha.",6900,"Far North District.",NA,NA,NA,NA,NA
"3606",3315,"Aggravated Sexual Assault",2,"1/05/2019","North Cape.",800,"Far North District.",NA,NA,NA,NA,NA
"3607",3316,"Aggravated Sexual Assault",2,"1/05/2019","Favona South.",730900,"Auckland.",NA,NA,NA,NA,NA
"3608",3317,"Non-Aggravated Sexual Assault",2,"1/05/2019","Mill Road-Woodend.",3091900,"Invercargill City.",NA,NA,NA,NA,NA
"3609",3318,"Aggravated Sexual Assault",2,"1/05/2019","Lambton.",2126502,"Wellington City.",NA,NA,NA,NA,NA
"3610",3319,"Common Assault",2,"1/05/2019","Burswood.",711408,"Auckland.",NA,NA,NA,NA,NA
"3611",3320,"Common Assault",2,"1/05/2019","Murvale.",680200,"Auckland.",NA,NA,NA,NA,NA
"3612",3321,"Common Assault",2,"1/05/2019","Nawton.",905901,"Hamilton City.",NA,NA,NA,NA,NA
"3613",3322,"Common Assault",2,"1/05/2019","Otakaro Park.",3107700,"Invercargill City.",NA,NA,NA,NA,NA
"3614",3323,"Common Assault",2,"1/05/2019","Point England.",479900,"Auckland.",NA,NA,NA,NA,NA
"3615",3324,"Common Assault",2,"1/05/2019","Mangere South.",727200,"Auckland.",NA,NA,NA,NA,NA
"3616",3325,"Common Assault",2,"1/05/2019","Auckland Central West.",433501,"Auckland.",NA,NA,NA,NA,NA
"3617",3326,"Common Assault",2,"1/05/2019","Hokianga North.",29800,"Far North District.",NA,NA,NA,NA,NA
"3618",3327,"Common Assault",2,"1/05/2019","Manukau Central.",781302,"Auckland.",NA,NA,NA,NA,NA
"3619",3328,"Common Assault",2,"1/05/2019","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",NA,NA,NA,NA,NA
"3620",3329,"Common Assault",2,"1/05/2019","Fernhill.",2897500,"Dunedin City.",NA,NA,NA,NA,NA
"3621",3330,"Common Assault",2,"1/05/2019","Auckland Harbourside.",438209,"Auckland.",NA,NA,NA,NA,NA
"3622",3331,"Common Assault",2,"1/05/2019","Trafalgar.",2319100,"Nelson City.",NA,NA,NA,NA,NA
"3623",3332,"Common Assault",2,"1/05/2019","Fairburn.",788201,"Auckland.",NA,NA,NA,NA,NA
"3624",3333,"Common Assault",2,"1/05/2019","Hokitika Urban.",2426100,"Westland District.",NA,NA,NA,NA,NA
"3625",3334,"Common Assault",2,"1/05/2019","Hamlin.",642400,"Auckland.",NA,NA,NA,NA,NA
"3626",3335,"Common Assault",2,"1/05/2019","Auckland Central West.",434000,"Auckland.",NA,NA,NA,NA,NA
"3627",3336,"Common Assault",2,"1/05/2019","Linwood.",2608700,"Christchurch City.",NA,NA,NA,NA,NA
"3628",3337,"Common Assault",2,"1/05/2019","Hastings Central.",1492600,"Hastings District.",NA,NA,NA,NA,NA
"3629",3338,"Common Assault",2,"1/05/2019","North Dunedin.",2865900,"Dunedin City.",NA,NA,NA,NA,NA
"3630",3339,"Common Assault",2,"1/05/2019","Cathedral Square.",2649400,"Christchurch City.",NA,NA,NA,NA,NA
"3631",3340,"Common Assault",2,"1/05/2019","Waipukurau.",1521600,"Central Hawke's Bay District.",NA,NA,NA,NA,NA
"3632",3341,"Common Assault",2,"1/05/2019","Blenheim Central.",2297700,"Marlborough District.",NA,NA,NA,NA,NA
"3633",3342,"Common Assault",2,"1/05/2019","Avon Loop.",2655200,"Christchurch City.",NA,NA,NA,NA,NA
"3634",3343,"Common Assault",2,"1/05/2019","Bruce.",2988300,"Clutha District.",NA,NA,NA,NA,NA
"3635",3344,"Common Assault",2,"1/05/2019","Hutt Central.",1967700,"Lower Hutt City.",NA,NA,NA,NA,NA
"3636",3345,"Common Assault",2,"1/05/2019","Taita South.",1936300,"Lower Hutt City.",NA,NA,NA,NA,NA
"3637",3346,"Common Assault",2,"1/05/2019","Mcleans Island.",2456200,"Christchurch City.",NA,NA,NA,NA,NA
"3638",3347,"Common Assault",2,"1/05/2019","Richmond West.",2365501,"Tasman District.",NA,NA,NA,NA,NA
"3639",3348,"Common Assault",2,"1/05/2019","Toi Toi.",2329100,"Nelson City.",NA,NA,NA,NA,NA
"3640",3349,"Common Assault",2,"1/05/2019","Onekawa South.",1443000,"Napier City.",NA,NA,NA,NA,NA
"3641",3350,"Common Assault",2,"1/05/2019","Waipa Valley.",1010900,"Waitomo District.",NA,NA,NA,NA,NA
"3642",3351,"Common Assault",2,"1/05/2019","Witherlea.",2306900,"Marlborough District.",NA,NA,NA,NA,NA
"3643",3352,"Common Assault",2,"1/05/2019","Otakaro Park.",3109500,"Invercargill City.",NA,NA,NA,NA,NA
"3644",3353,"Common Assault",2,"1/05/2019","Glen Innes West.",476100,"Auckland.",NA,NA,NA,NA,NA
"3645",3354,"Common Assault",2,"1/05/2019","Glendhu.",184300,"Auckland.",NA,NA,NA,NA,NA
"3646",3355,"Common Assault",2,"1/05/2019","Papatoetoe Central.",664000,"Auckland.",NA,NA,NA,NA,NA
"3647",3356,"Common Assault",2,"1/05/2019","Three Kings.",562100,"Auckland.",NA,NA,NA,NA,NA
"3648",3357,"Common Assault",2,"1/05/2019","Belfast.",2514602,"Christchurch City.",NA,NA,NA,NA,NA
"3649",3358,"Common Assault",2,"1/05/2019","St Kilda East.",2950600,"Dunedin City.",NA,NA,NA,NA,NA
"3650",3359,"Common Assault",2,"1/05/2019","Crawshaw.",976737,"Hamilton City.",NA,NA,NA,NA,NA
"3651",3360,"Common Assault",2,"1/05/2019","Tahunanui.",2334004,"Nelson City.",NA,NA,NA,NA,NA
"3652",3361,"Common Assault",2,"1/05/2019","Tauranga Central.",1164300,"Tauranga City.",NA,NA,NA,NA,NA
"3653",3362,"Common Assault",2,"1/05/2019","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",NA,NA,NA,NA,NA
"3654",3363,"Common Assault",2,"1/05/2019","Royal Heights.",224403,"Auckland.",NA,NA,NA,NA,NA
"3655",3364,"Common Assault",2,"1/05/2019","Ashburton Central East.",2730200,"Ashburton District.",NA,NA,NA,NA,NA
"3656",3365,"Common Assault",2,"1/05/2019","Lambton.",2127500,"Wellington City.",NA,NA,NA,NA,NA
"3657",3366,"Common Assault",2,"1/05/2019","Featherston.",2267700,"South Wairarapa District.",NA,NA,NA,NA,NA
"3658",3367,"Common Assault",2,"1/05/2019","Flaxmere East.",1474700,"Hastings District.",NA,NA,NA,NA,NA
"3659",3368,"Common Assault",2,"1/05/2019","Phillipstown.",2607100,"Christchurch City.",NA,NA,NA,NA,NA
"3660",3369,"Common Assault",2,"1/05/2019","Whakatane West.",1312800,"Whakatane District.",NA,NA,NA,NA,NA
"3661",3370,"Aggravated Sexual Assault",2,"1/05/2019","Glenavon.",378601,"Auckland.",NA,NA,NA,NA,NA
"3662",3371,"Aggravated Sexual Assault",2,"1/05/2019","Witherlea.",2307302,"Marlborough District.",NA,NA,NA,NA,NA
"3663",3372,"Aggravated Sexual Assault",2,"1/05/2019","Rotoorangi.",988100,"Waipa District.",NA,NA,NA,NA,NA
"3664",3373,"Aggravated Sexual Assault",2,"1/05/2019","999999",-36,"Auckland.",NA,NA,NA,NA,NA
"3665",3374,"Aggravated Sexual Assault",2,"1/05/2019","High St-Stuart St.",2899200,"Dunedin City.",NA,NA,NA,NA,NA
"3666",3375,"Aggravated Sexual Assault",2,"1/05/2019","Auckland Central West.",434701,"Auckland.",NA,NA,NA,NA,NA
"3667",3376,"Aggravated Sexual Assault",2,"1/05/2019","Marewa.",1433800,"Napier City.",NA,NA,NA,NA,NA
"3668",3377,"Aggravated Sexual Assault",2,"1/05/2019","Mt Eden South.",555000,"Auckland.",NA,NA,NA,NA,NA
"3669",3378,"Aggravated Sexual Assault",2,"1/05/2019","Lambton.",2127500,"Wellington City.",NA,NA,NA,NA,NA
"3670",3379,"Aggravated Sexual Assault",2,"1/05/2019","Mangere Central.",740902,"Auckland.",NA,NA,NA,NA,NA
"3671",3380,"Aggravated Sexual Assault",2,"1/05/2019","999999",-57,"Auckland.",NA,NA,NA,NA,NA
"3672",3381,"Aggravated Sexual Assault",2,"1/05/2019","Middleton.",2538603,"Christchurch City.",NA,NA,NA,NA,NA
"3673",3382,"Aggravated Sexual Assault",2,"1/05/2019","999999",-66,"Auckland.",NA,NA,NA,NA,NA
"3674",3383,"Aggravated Sexual Assault",2,"1/05/2019","Pakuranga Central.",686300,"Auckland.",NA,NA,NA,NA,NA
"3675",3384,"Aggravated Sexual Assault",2,"1/05/2019","Burwood.",2601500,"Christchurch City.",NA,NA,NA,NA,NA
"3676",3385,"Aggravated Sexual Assault",2,"1/05/2019","999999",-258,"Hastings District.",NA,NA,NA,NA,NA
"3677",3386,"Aggravated Sexual Assault",2,"1/05/2019","Mayfield.",2294000,"Marlborough District.",NA,NA,NA,NA,NA
"3678",3387,"Aggravated Sexual Assault",2,"1/05/2019","999999",-416,"Southland District.",NA,NA,NA,NA,NA
"3679",3388,"Aggravated Sexual Assault",2,"1/05/2019","Waihao.",2814900,"Waimate District.",NA,NA,NA,NA,NA
"3680",3389,"Aggravated Sexual Assault",2,"1/05/2019","Seatoun Tunnel West.",2212700,"Wellington City.",NA,NA,NA,NA,NA
"3681",3390,"Aggravated Sexual Assault",2,"1/05/2019","Avalon West.",1943000,"Lower Hutt City.",NA,NA,NA,NA,NA
"3682",3391,"Common Assault",2,"1/05/2019","Ilam.",2537800,"Christchurch City.",NA,NA,NA,NA,NA
"3683",3392,"Common Assault",2,"1/05/2019","Otakaro Park.",3108000,"Invercargill City.",NA,NA,NA,NA,NA
"3684",3393,"Common Assault",2,"1/05/2019","Westburn.",2536200,"Christchurch City.",NA,NA,NA,NA,NA
"3685",3394,"Common Assault",2,"1/05/2019","Manukau Central.",780209,"Auckland.",NA,NA,NA,NA,NA
"3686",3395,"Common Assault",2,"1/05/2019","Auckland Central West.",433304,"Auckland.",NA,NA,NA,NA,NA
"3687",3396,"Common Assault",2,"1/05/2019","Miramar South.",2209200,"Wellington City.",NA,NA,NA,NA,NA
"3688",3397,"Common Assault",2,"1/05/2019","Paihia.",54300,"Far North District.",NA,NA,NA,NA,NA
"3689",3398,"Common Assault",2,"1/05/2019","Glen Eden East.",285302,"Auckland.",NA,NA,NA,NA,NA
"3690",3399,"Common Assault",2,"1/05/2019","Onekawa West.",1427500,"Napier City.",NA,NA,NA,NA,NA
"3691",3400,"Common Assault",2,"1/05/2019","Parnell West.",452300,"Auckland.",NA,NA,NA,NA,NA
"3692",3401,"Common Assault",2,"1/05/2019","Avon Loop.",2654400,"Christchurch City.",NA,NA,NA,NA,NA
"3693",3402,"Common Assault",2,"1/05/2019","High St-Stuart St.",2899900,"Dunedin City.",NA,NA,NA,NA,NA
"3694",3403,"Common Assault",2,"1/05/2019","Manurewa Central.",751400,"Auckland.",NA,NA,NA,NA,NA
"3695",3404,"Common Assault",2,"1/05/2019","Clendon South.",774431,"Auckland.",NA,NA,NA,NA,NA
"3696",3405,"Common Assault",2,"1/05/2019","Brymer.",978116,"Hamilton City.",NA,NA,NA,NA,NA
"3697",3406,"Common Assault",2,"1/05/2019","North Harbour East.",180302,"Auckland.",NA,NA,NA,NA,NA
"3698",3407,"Common Assault",2,"1/05/2019","Papakura North.",791600,"Auckland.",NA,NA,NA,NA,NA
"3699",3408,"Common Assault",2,"1/05/2019","Huntly West.",851200,"Waikato District.",NA,NA,NA,NA,NA
"3700",3409,"Common Assault",2,"1/05/2019","Manukau Central.",781302,"Auckland.",NA,NA,NA,NA,NA
"3701",3410,"Common Assault",2,"1/05/2019","Bledisloe Park.",824100,"Auckland.",NA,NA,NA,NA,NA
"3702",3411,"Common Assault",2,"1/05/2019","Millhouse.",711174,"Auckland.",NA,NA,NA,NA,NA
"3703",3412,"Common Assault",2,"1/05/2019","Hamilton Central.",911401,"Hamilton City.",NA,NA,NA,NA,NA
"3704",3413,"Common Assault",2,"1/05/2019","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
"3705",3414,"Common Assault",2,"1/05/2019","Tauranga Central.",1164000,"Tauranga City.",NA,NA,NA,NA,NA
"3706",3415,"Common Assault",2,"1/05/2019","Trentham North.",1896000,"Upper Hutt City.",NA,NA,NA,NA,NA
"3707",3416,"Common Assault",2,"1/05/2019","Allandale-Mokorua.",1307900,"Whakatane District.",NA,NA,NA,NA,NA
"3708",3417,"Common Assault",2,"1/05/2019","Onehunga South East.",601000,"Auckland.",NA,NA,NA,NA,NA
"3709",3418,"Common Assault",2,"1/05/2019","Regent.",96100,"Whangarei District.",NA,NA,NA,NA,NA
"3710",3419,"Common Assault",2,"1/05/2019","Hoon Hay.",2633000,"Christchurch City.",NA,NA,NA,NA,NA
"3711",3420,"Common Assault",2,"1/05/2019","Central Gore.",3061500,"Gore District.",NA,NA,NA,NA,NA
"3712",3421,"Common Assault",2,"1/05/2019","Ranfurly.",3019200,"Central Otago District.",NA,NA,NA,NA,NA
"3713",3422,"Common Assault",2,"1/05/2019","Avon Loop.",2658100,"Christchurch City.",NA,NA,NA,NA,NA
"3714",3423,"Common Assault",2,"1/05/2019","Waikiwi.",3103800,"Invercargill City.",NA,NA,NA,NA,NA
"3715",3424,"Common Assault",2,"1/05/2019","Hokianga North.",29800,"Far North District.",NA,NA,NA,NA,NA
"3716",3425,"Common Assault",2,"1/05/2019","Kaitaia East.",13800,"Far North District.",NA,NA,NA,NA,NA
"3717",3426,"Common Assault",2,"1/05/2019","Raumanga West.",107905,"Whangarei District.",NA,NA,NA,NA,NA
"3718",3427,"Common Assault",2,"1/05/2019","Glen Innes West.",475600,"Auckland.",NA,NA,NA,NA,NA
"3719",3428,"Common Assault",2,"1/05/2019","Hamilton Central.",911800,"Hamilton City.",NA,NA,NA,NA,NA
