"","District","date","Event.Type","Number of victims","Territorial.Authority","ANZSOC.Group"
"4830",NA,"1/6/19",NA,203374,"Christchurch City.","Common Assault"
"4831",NA,"1/6/19",NA,203381,"Kawerau District.","Serious Assault Not Resulting in Injury"
"4832",NA,"1/6/19",NA,203386,"Auckland.","Serious Assault Not Resulting in Injury"
"4833",NA,"1/6/19",NA,203394,"Rotorua District.","Common Assault"
"4834",NA,"1/6/19",NA,203396,"Auckland.","Serious Assault Not Resulting in Injury"
"4835",NA,"1/6/19",NA,203404,"Hamilton City.","Common Assault"
"4836",NA,"1/6/19",NA,203414,"Christchurch City.","Common Assault"
"4837",NA,"1/6/19",NA,203421,"Waimakariri District.","Serious Assault Not Resulting in Injury"
"4838",NA,"1/6/19",NA,203424,"Porirua City.","Common Assault"
"4839",NA,"1/6/19",NA,203440,"Dunedin City.","Aggravated Sexual Assault"
"4840",NA,"1/6/19",NA,203445,"Wanganui District.","Aggravated Sexual Assault"
"4841",NA,"1/6/19",NA,203450,"Napier City.","Aggravated Sexual Assault"
"4842",NA,"1/6/19",NA,203455,"Palmerston North City.","Aggravated Sexual Assault"
"4843",NA,"1/7/19",NA,203719,"Invercargill City.","Common Assault"
"4844",NA,"1/7/19",NA,203724,"Christchurch City.","Common Assault"
"4845",NA,"1/7/19",NA,203729,"Taupo District.","Common Assault"
"4846",NA,"1/7/19",NA,203734,"New Plymouth District.","Common Assault"
"4847",NA,"1/7/19",NA,203741,"Dunedin City.","Serious Assault Not Resulting in Injury"
"4848",NA,"1/7/19",NA,203746,"Christchurch City.","Serious Assault Not Resulting in Injury"
"4849",NA,"1/7/19",NA,203753,"Wellington City.","Serious Assault Resulting in Injury"
"4850",NA,"1/7/19",NA,203759,"Auckland.","Common Assault"
