"","Original.Index","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority"
"3854",167248,0001-08-19,"Serious Assault Resulting in Injury","Crum Park.",291101,"Auckland."
"3855",167260,0001-08-19,"Aggravated Sexual Assault","Huntington.",952210,"Hamilton City."
"3856",169409,0001-07-19,"Common Assault","Hamilton Central.",911800,"Hamilton City."
"3857",169414,0001-07-19,"Common Assault","Palmerston North Central.",1827700,"Palmerston North City."
"3858",169418,0001-07-19,"Serious Assault Resulting in Injury","Kaikoura Township.",2312000,"Kaikoura District."
"3859",169424,0001-07-19,"Common Assault","New Lynn North.",266900,"Auckland."
"3860",169429,0001-07-19,"Common Assault","Otakaro Park.",3108500,"Invercargill City."
"3861",169431,0001-07-19,"Serious Assault Not Resulting in Injury","Fairy Springs.",1220700,"Rotorua District."
"3862",169439,0001-07-19,"Common Assault","Trafalgar.",2320100,"Nelson City."
"3863",169444,0001-07-19,"Common Assault","Parkway.",2016600,"Lower Hutt City."
"3864",169449,0001-07-19,"Common Assault","Upper Hutt Central.",1906100,"Upper Hutt City."
"3865",169451,0001-07-19,"Serious Assault Not Resulting in Injury","Moanataiari.",1051100,"Thames-Coromandel District."
"3866",169453,0001-07-19,"Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City."
"3867",169459,0001-07-19,"Common Assault","Westport Urban.",2391400,"Buller District."
"3868",169464,0001-07-19,"Common Assault","Kaitaia West.",12902,"Far North District."
"3869",169473,0001-07-19,"Serious Assault Resulting in Injury","Auckland Central West.",434000,"Auckland."
"3870",169479,0001-07-19,"Common Assault","Arataki.",1201300,"Tauranga City."
"3871",169484,0001-07-19,"Common Assault","Glenfield North.",196700,"Auckland."
"3872",169489,0001-07-19,"Common Assault","Fernhill.",2895600,"Dunedin City."
"3873",169494,0001-07-19,"Common Assault","Orana Park.",2843600,"Waitaki District."
"3874",169499,0001-07-19,"Common Assault","Victoria.",1236500,"Rotorua District."
"3875",169503,0001-07-19,"Serious Assault Resulting in Injury","Nelson Park.",1429500,"Napier City."
"3876",169504,0001-07-19,"Common Assault","Otakaro Park.",3108000,"Invercargill City."
"3877",169509,0001-07-19,"Common Assault","Onekawa West.",1426500,"Napier City."
"3878",169542,0001-07-19,"Non-Aggravated Sexual Assault","Plimmerton.",2067000,"Porirua City."
"3879",169545,0001-07-19,"Aggravated Sexual Assault","St Marys.",426108,"Auckland."
"3880",173299,0001-08-19,"Common Assault","Wembley Park.",1689200,"Wanganui District."
"3881",173301,0001-08-19,"Serious Assault Not Resulting in Injury","Glenholme West.",1239402,"Rotorua District."
"3882",173304,0001-08-19,"Common Assault","Huntington.",952317,"Hamilton City."
"3883",173314,0001-08-19,"Common Assault","Clive.",1405500,"Hastings District."
"3884",173321,0001-08-19,"Serious Assault Not Resulting in Injury","Kairua.",1206705,"Tauranga City."
"3885",173329,0001-08-19,"Common Assault","Palm Beach.",1205019,"Tauranga City."
"3886",173336,0001-08-19,"Serious Assault Not Resulting in Injury","Clendon South.",774433,"Auckland."
"3887",173339,0001-08-19,"Common Assault","Kaiti South.",1387500,"Gisborne District."
"3888",173346,0001-08-19,"Serious Assault Not Resulting in Injury","Upper Aramoho.",1710100,"Wanganui District."
"3889",173349,0001-08-19,"Common Assault","-29",-29,"Auckland."
"3890",173359,0001-08-19,"Common Assault","Hagley Park.",2678500,"Christchurch City."
"3891",173366,0001-08-19,"Serious Assault Not Resulting in Injury","Tokomaru Bay.",1349600,"Gisborne District."
"3892",173376,0001-08-19,"Serious Assault Not Resulting in Injury","The Wood.",2318400,"Nelson City."
"3893",173385,0001-08-19,"Aggravated Sexual Assault","Mangere East.",746602,"Auckland."
"3894",173390,0001-08-19,"Aggravated Sexual Assault","Papatoetoe North.",660600,"Auckland."
"3895",173395,0001-08-19,"Aggravated Sexual Assault","Judea.",1162300,"Tauranga City."
"3896",173400,0001-08-19,"Aggravated Sexual Assault","Kenmure.",2917300,"Dunedin City."
"3897",173639,0001-09-19,"Common Assault","Aotea.",1146000,"South Waikato District."
"3898",173644,0001-09-19,"Common Assault","Porirua Central.",2052500,"Porirua City."
"3899",173649,0001-09-19,"Common Assault","Cathedral Square.",2649100,"Christchurch City."
"3900",173654,0001-09-19,"Common Assault","Papakura North East.",795801,"Auckland."
"3901",173656,0001-09-19,"Serious Assault Not Resulting in Injury","Howick Central.",648100,"Auckland."
"3902",173661,0001-09-19,"Serious Assault Not Resulting in Injury","Mascot.",737500,"Auckland."
"3903",173668,0001-09-19,"Serious Assault Resulting in Injury","Glendene North.",275400,"Auckland."
"3904",173673,0001-09-19,"Serious Assault Resulting in Injury","Trafalgar.",2319700,"Nelson City."
"3905",173679,0001-09-19,"Common Assault","Linton Military Camp.",1798501,"Palmerston North City."
"3906",173684,0001-09-19,"Common Assault","Geraldine.",2763400,"Timaru District."
"3907",173689,0001-09-19,"Common Assault","Rangiora North.",2443800,"Waimakariri District."
"3908",173694,0001-09-19,"Common Assault","Kawakawa.",57900,"Far North District."
"3909",173699,0001-09-19,"Common Assault","Rangiora North.",2444002,"Waimakariri District."
"3910",173701,0001-09-19,"Serious Assault Not Resulting in Injury","Te Puke East.",1215500,"Western Bay of Plenty District."
"3911",173706,0001-09-19,"Serious Assault Not Resulting in Injury","Fordell-Kakatahi.",1687400,"Wanganui District."
"3912",173711,0001-09-19,"Serious Assault Not Resulting in Injury","Papatoetoe East.",670600,"Auckland."
"3913",173713,0001-09-19,"Serious Assault Resulting in Injury","Mangere East.",749200,"Auckland."
"3914",173718,0001-09-19,"Serious Assault Resulting in Injury","Kawakawa.",57900,"Far North District."
"3915",173723,0001-09-19,"Serious Assault Resulting in Injury","Taumarunui Central.",1035200,"Ruapehu District."
"3916",173729,0001-09-19,"Common Assault","Wiri.",780416,"Auckland."
